"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify checkboxes functionality","756","test_checkboxes_functionality","tests","2025-10-29","passed","2025-10-29","TestCheckboxes","test_checkboxes","",""
"Verify each page button can be clicked","492","test_each_button_clicks[red]","tests","2025-10-29","passed","2025-10-29","TestChallengingDom","test_challenging_dom","",""
"Verify adding two elements and removing them, checking counts","4398","test_add_remove_elements","tests","2025-10-29","passed","2025-10-29","TestAddRemoveElements","test_add_remove_elements","",""
"","10502","test_basic_auth[--Not authorized\n]","tests","2025-10-29","passed","2025-10-29","TestBasicAuth","test_basic_auth_login_scenarios","",""
"","10698","test_basic_auth[wrong-wrong-Not authorized\n]","tests","2025-10-29","passed","2025-10-29","TestBasicAuth","test_basic_auth_login_scenarios","",""
"","555","test_ab_testing_content","tests","2025-10-29","passed","2025-10-29","TestABTesting","test_ab_testing","",""
"Verify each page button can be clicked","776","test_each_button_clicks[blue]","tests","2025-10-29","passed","2025-10-29","TestChallengingDom","test_challenging_dom","",""
"Verify header and a sample of cell values under each column","1320","test_table_content_per_column[Sit-Definiebas]","tests","2025-10-29","passed","2025-10-29","TestChallengingDom","test_challenging_dom","",""
"Verify each page button can be clicked","446","test_each_button_clicks[green]","tests","2025-10-29","passed","2025-10-29","TestChallengingDom","test_challenging_dom","",""
"Verify header and a sample of cell values under each column","1420","test_table_content_per_column[Lorem-Iuvaret]","tests","2025-10-29","passed","2025-10-29","TestChallengingDom","test_challenging_dom","",""
"Verify header and a sample of cell values under each column","1808","test_table_content_per_column[Dolor-Adipisci]","tests","2025-10-29","passed","2025-10-29","TestChallengingDom","test_challenging_dom","",""
"Verify header and a sample of cell values under each column","1304","test_table_content_per_column[Ipsum-Apeirian]","tests","2025-10-29","passed","2025-10-29","TestChallengingDom","test_challenging_dom","",""
"","377","test_basic_auth[admin-admin-Congratulations! You must have the proper credentials.]","tests","2025-10-29","passed","2025-10-29","TestBasicAuth","test_basic_auth_login_scenarios","",""
"Verify Context Menu interactions","831","test_context_menu_functionality","tests","2025-10-29","passed","2025-10-29","TestContextMenu","test_context_menu","",""
"Verify header and a sample of cell values under each column","1368","test_table_content_per_column[Amet-Consequuntur]","tests","2025-10-29","passed","2025-10-29","TestChallengingDom","test_challenging_dom","",""
"Verify the correct number of broken and valid images on the page.","465","test_broken_images","tests","2025-10-29","passed","2025-10-29","TestBrokenImages","test_broken_images","",""
"Verify header and a sample of cell values under each column","1339","test_table_content_per_column[Diceret-Phaedrum]","tests","2025-10-29","passed","2025-10-29","TestChallengingDom","test_challenging_dom","",""
